,beer_id,beer_name,brewery_id,brewery_name,cat_id,cat_name,styleId,style_name,abv,address1,address2,city,state,code,country,phone,website,January_22,February_22,March_22,April_22,May_22,June_22,July_22,August_22,September_22,October_22,November_22,December_22
1588,1589,Pilsener,1037,Radeberger Exportbierbrauerei,5,Pale Bitter European beer,05D,German Pils,4.8,Dresdener Strae 2,,Radeberg,Sachsen,,Germany,49-(0)3528-/-454-0,,1092.11,2230.23,2117.86,1398.92,1684.02,1519.26,2768.87,392.78,2062.44,1674.32,2663.32,1663.78
1589,1590,Schlafly K?_lsch,1092,Saint Louis Brewery / Schlafy Tap Room,22,,22B,Unclassified,0,2100 Locust Street,,Saint Louis,Missouri,63103,United States,1-314-241-2337,http://www.schlafly.com/,775.89,1389.24,207.91,69.36,617.36,241.08,1277.72,606.25,768.98,238.3,1350.29,1326.43
1590,1591,Cinq Cents (White),173,Brasserie de l'Abbaye de Scourmont (Trappistes),22,,22B,Unclassified,8,Route de Rond Point 294,,Chimay-Forges,Hainaut,,Belgium,32-060-21-30-63,,402.79,303.59,722.8,416.81,59.42,484.98,496.11,751.05,677.14,342.23,528.47,773.06
1591,1592,SunRye,1051,Redhook Ale Brewery,1,Standard American Beer,01B,American Lager,0,,,Seattle,Washington,,United States,,http://www.redhook.com/,692.75,774.04,499.42,884.98,390.42,168,578.24,47.18,926.97,887.92,743.38,845.83
1592,1593,Weiss Beer,413,Crescent City Brewhouse,10,German Wheat Beer,10A,Weissbier,0,527 Decatur Street,,New Orleans,Louisiana,70130,United States,1-888-819-9330,,958.48,879.99,803.02,815.98,967.15,706.93,505.57,355.02,888.72,646.64,35.8,631.05
1593,1594,Black Forest,413,Crescent City Brewhouse,22,,22B,Unclassified,0,527 Decatur Street,,New Orleans,Louisiana,70130,United States,1-888-819-9330,,1355.98,159.17,160.84,139.82,345.17,63.39,1350.62,300.59,29.82,814.25,793.44,1179.9
1594,1595,Steam,413,Crescent City Brewhouse,22,,22B,Unclassified,0,527 Decatur Street,,New Orleans,Louisiana,70130,United States,1-888-819-9330,,823.83,637.18,792.71,998.01,406.12,928.97,538.17,338.72,839.99,142.35,166.79,420.42
1595,1596,Red Stallion,413,Crescent City Brewhouse,1,Standard American Beer,01B,American Lager,0,527 Decatur Street,,New Orleans,Louisiana,70130,United States,1-888-819-9330,,805.79,1236.5,638.5,1058.77,354.52,213.43,474.33,366.24,830.77,1117.93,1097.74,432.97
1596,1597,Pilsner,413,Crescent City Brewhouse,5,Pale Bitter European beer,05D,German Pils,0,527 Decatur Street,,New Orleans,Louisiana,70130,United States,1-888-819-9330,,249.38,110.36,232.33,282.01,280.2,195.67,84.57,231.06,222.16,300.58,120.92,227.3
1597,1598,Black Wych Stout,1375,Wychwood Brewery,22,Strong American Ale,22B,American-Style Stout,0,The Eagle Maltings,,Witney,Oxford,,United Kingdom,44-(01993)-890800,,1624.04,467.25,2724.2,1810.45,1180.63,2597.12,1438.76,1621.77,180.69,2433.94,1602.42,1781.07
1598,1599,Abby Road Belgian Ale,1386,Zea Rotisserie and Brewery,22,,22B,Unclassified,0,1525 St. Charles Avenue,,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com,773.99,454.78,206.06,271.58,378.26,611.79,352.44,14.66,1028.86,8.53,371.45,499.98
1599,1600,"Ginger-\slap\"" Spiced Ale""",1386,Zea Rotisserie and Brewery,29,Fruit Beer,29B,Fruit and Spice Beer,0,1525 St. Charles Avenue,,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com,125.82,34.99,389.92,153.3,92.02,56.61,154.21,300.3,112.15,497.07,251.7,79.33
1600,1601,Z.P.A. India Pale Ale,1386,Zea Rotisserie and Brewery,18,Pale American Ale,18B,American Pale Ale,0,1525 St. Charles Avenue,,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com,567.65,857.5,1477.31,539.29,1342.78,596.73,1024.5,1291.7,1061.71,259.07,331.36,684.75
1601,1602,Ponchartrain Porter,1386,Zea Rotisserie and Brewery,13,Brown British Beer,13C,English Porter,0,1525 St. Charles Avenue,,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com,112.63,1322.85,994.92,1350.09,1258.36,1000.66,294.23,999.74,346.2,881.89,211.12,818.59
1602,1603,Category 5 Strong Ale,1386,Zea Rotisserie and Brewery,18,Pale American Ale,18B,American Pale Ale,0,1525 St. Charles Avenue,,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com,51.48,35.58,10,9.49,27.98,15.93,48.38,25.57,43.5,46.47,38.69,47.48
1603,1604,Lager,1386,Zea Rotisserie and Brewery,1,Standard American Beer,01B,American Lager,0,1525 St. Charles Avenue,,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com,350.31,1045.36,660.12,653.9,92.61,401.71,674.77,292.32,1352.69,1088.19,481.89,74.5
1604,1605,Clearview Light,1386,Zea Rotisserie and Brewery,22,,22B,Unclassified,0,1525 St. Charles Avenue,,New Orleans,Louisiana,70130,United States,,http://www.zearestaurants.com,277.93,710.63,745.17,375.71,1288.05,22.97,242.05,1410.48,1120.19,816.08,1138.19,1252.73
1605,1606,Alt,1020,Privatbrauerei Frankenheim,19,Amber and Brown American Beer,19C,American Brown Ale,4.8,Wielandstrae 14-16,,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-16902-0,,8640.94,433.7,7837.67,4450.75,6592.92,8636.98,8080.85,1344.61,1718.89,7629.42,138.26,1332.44
1606,1607,K?_nig Ludwig Weissbier Hell,748,Knig Ludwig Schlobrauerei Kaltenberg,10,German Wheat Beer,10A,Weissbier,0,Augsburgerstrae 41,,Frstenfeldbruck,Bayern,,Germany,49-(0)8141-/-2430,,89.33,6244.87,4426.47,1490.13,4300.45,8920.99,8483.1,2641.45,6346.29,7209.5,3455.32,2683.58
1607,1608,Malt Mac Winter Ale,838,McCashin's Brewery & Malthouse,22,,22B,Unclassified,0,660 Main Road,,Nelson,,,New Zealand,64-(03)-547-0526,,1363.19,1595.08,1641.07,1230.43,3599.21,5956.73,5333.07,2386.21,5287.33,3491.78,3859.4,3826.87
1608,1609,Pale Ale,381,"City Brewing Company, LLC",1,Standard American Beer,01B,American Lager,5.5,925 South Third Street,,La Crosse,Wisconsin,54601,United States,1-608-785-4200,http://www.citybrewery.com/,271.6,85.24,171.87,168.15,5.52,256.36,99.74,21.03,253.06,199.33,244.05,58.64
1609,1610,Reinaert Flemish Wild Ale,432,De Proef Brouwerij,28,American Wild Ale,28C,Wild Specialty Beer,9,Doornzelestraat 20,,Lochristi-Hijfte,Oost-Vlaanderen,,Belgium,32-09-/-356.71.02,,145.58,121.98,119.14,123.34,43.2,19.11,98.64,144.7,1.96,45.16,134.27,7.05
1610,1611,Goat Toppler Mai Bock,1063,Rock Bottom Restaurant & Brewery - Chicago,4,Pale Malty European Lager,04C,Helles Bock,0,1 West Grand Avenue,,Chicago,Illinois,60610,United States,1-312-755-9339,,687.66,537.61,6.05,171.14,773.27,403.76,911.22,344.13,630.08,890.47,98.42,316.29
1611,1612,ESB,635,Harpoon Brewery - Windsor,22,,22B,Unclassified,0,336 Ruth Carney Drive,,Windsor,Vermont,5089,United States,1-802-674-5491,http://www.harpoonbrewery.com/,1045.5,99.7,528.41,1635.81,93.99,417.2,1636.38,455.4,1655.54,149.4,818.74,764.96
1612,1613,Winter Porter,381,"City Brewing Company, LLC",13,Brown British Beer,13C,English Porter,0,925 South Third Street,,La Crosse,Wisconsin,54601,United States,1-608-785-4200,http://www.citybrewery.com/,6.21,31.64,52.33,18.84,34.22,54.28,25.13,39.5,1.36,45.12,35.64,0.61
1613,1614,White Bi?Â²e,1200,Stevens Point Brewery,22,,22B,Unclassified,0,2617 Water Street,,Stevens Point,Wisconsin,54481,United States,1-715-344-9310,,50.65,20.1,479.17,79.08,1448.58,1317.62,439.99,684.96,420.3,962.13,212.52,970.43
1614,1615,Stite Golden Pilsner,392,Cold Spring Brewing,1,Standard American Beer,01B,American Lager,4.7,219 Red River Avenue North,,Cold Spring,Minnesota,56320,United States,1-320-685-8686,http://www.coldspringbrewery.com/,333.92,414.84,11.77,327.39,432.69,53.78,114.61,309.53,162.03,294.49,285.04,280.86
1615,1616,Cream City Pale Ale,769,Lakefront Brewery,18,Pale American Ale,18B,American Pale Ale,0,1872 North Commerce Street,,Milwaukee,Wisconsin,53212,United States,1-414-372-8800,http://www.lakefrontbrewery.com/index.html,938.8,986.3,1379.05,505.2,1103.36,673.32,184.56,1138.83,192.07,159.75,1283.97,846.32
1616,1617,Swede Saw Red Ale,800,Logjam Microbrewery,19,Amber and Brown American Beer,19A,American Amber Ale,0,B-4864 Cty Rd F,,Unity,Wisconsin,54488,United States,715-223-4336,http://www.logjambeer.com/,1095.86,1180.34,648,932.5,1201.26,147.08,267.12,852.04,1096.41,476.62,1167.06,801.3
1617,1618,Lager,800,Logjam Microbrewery,1,Standard American Beer,01B,American Lager,0,B-4864 Cty Rd F,,Unity,Wisconsin,54488,United States,715-223-4336,http://www.logjambeer.com/,364.47,229.42,269.62,1073.23,1267.12,1281.39,1342.17,223.97,105.35,1117.6,1480.88,838.18
1618,1619,Bower City Pale Ale,599,Gray Brewing,18,Pale American Ale,18B,American Pale Ale,0,2424 West Court Street,,Janesville,Wisconsin,53545,United States,1-608-752-3552,,637.43,11.66,613.75,337.18,72.82,832.71,710.91,191.42,424.4,332.61,46.23,606.71
1619,1620,Dr. Hops Pale Ale,688,Idaho Brewing,22,,22B,Unclassified,0,,,Idaho Falls,Idaho,,United States,,,152.86,779.45,832.63,91.77,1431.68,1156.43,1118.58,1252.05,938.83,60.4,937.59,5.76
1620,1621,Dr. Hops Amber Ale,688,Idaho Brewing,19,Amber and Brown American Beer,19A,American Amber Ale,0,,,Idaho Falls,Idaho,,United States,,,423.61,1149.77,881.17,850.59,1101.53,148,1021.06,783.37,420.48,364.91,744.15,691.66
1621,1622,Czech Mate Pilsner,1268,Titletown Brewing,5,Pale Bitter European beer,05D,German Pils,0,200 Dousman Street,,Green Bay,Wisconsin,54303,United States,1-920-437-2337,,204.22,428.5,321.31,96.8,3.83,538.19,285.19,181.95,371.75,147.77,277.68,384.75
1622,1623,Bak,465,Dreher Srgyrak Zrt.,4,Pale Malty European Lager,04C,Helles Bock,7.3,Jszbernyi t 7-11,,Budapest,,,Hungary,36-1-432-9700,,9058.01,7876.06,7308.82,7605.65,10672.61,5691.73,4173.88,5570.83,10534.98,10013.41,1970.3,7507.06
1623,1624,Pale Ale,705,Ithaca Beer Company,18,Pale American Ale,18B,American Pale Ale,5.8,600 Elmira Road,,Ithaca,New York,14850,United States,1-607-273-0766,,557.51,1009.75,353.02,1090.1,1085.41,635.2,991.78,659.27,108.09,759.73,986.47,185.14
1624,1625,Original Berliner Weisse,104,Berliner-Kindl-Schultheiss-Brauerei,23,European Sour Ale,23A,Berliner Weisse,0,Indira-Ghandi-Strae 66-69,,Berlin,Berlin,,Germany,49-(0)30-/-9609-0,,4.81,833.12,103.29,2379.49,568.44,73.51,2366.59,1221.55,1598.17,2468.34,2607.67,501.23
1625,1626,Lager,125,Binding Brauerei AG,1,Standard American Beer,01B,American Lager,4.5,Darmstdter Landstrae 185,,Frankfurt am Main,Hessen,,Germany,49-(0)69-/-60650,,3791.54,2150.93,666.17,310.3,3629.59,1687.59,1591.49,3593.9,2898.85,3529.22,3065.01,2168.42
1626,1627,Premium Pils,639,Hasserder Brauerei,5,Pale Bitter European beer,05D,German Pils,4.8,Auerhahnring 1,,Wernigerode,Sachsen-Anhalt,,Germany,49-(0)3943-/-9360,,2299.4,2193.5,688.02,1561.38,1927.57,62.41,2609.96,2057.25,1606.28,1148.24,596.4,847.33
1627,1628,Ratskeller,573,Gilde Brauerei,22,,22B,Unclassified,4.9,Hildesheimer Strae 132,,Hannover,Niedersachsen,,Germany,49-(0)511-/-9808-0,,848.37,1067.3,450.01,1765.08,1581.87,619.81,1557.75,1842.11,2192.86,2110.04,1885.07,739.44
1628,1629,Pils,564,FÃ¼rstlich FÃ¼rstenbergische Brauerei,5,Pale Bitter European beer,05D,German Pils,0,Postplatz 1-4,,Donaueschingen,Baden-Wrttemberg,,Germany,49-(0)771-/-86-0,,214.54,283.36,277.21,72.1,178.51,143.29,77.54,291.93,162.92,228.01,217.93,10.09
1629,1630,Kapuziner Kristall-Weizen,757,Kulmbacher Brauerei AG,22,,22B,Unclassified,5.4,Lichtenfelser Strae 9,,Kulmbach,Bayern,,Germany,49-(0)9221-/-705-0,,2168.49,4925.03,4957.09,842.39,1230.41,2147.05,2864.58,2247.81,4806.35,2710.28,2507.58,4245.06
1630,1631,Kapuziner Wei??bier,757,Kulmbacher Brauerei AG,10,German Wheat Beer,10A,Weissbier,0,Lichtenfelser Strae 9,,Kulmbach,Bayern,,Germany,49-(0)9221-/-705-0,,4227.54,394.8,4021.8,1770.34,2015.38,626.32,1158.75,4537.74,267.11,4118.76,4295.45,1966.63
1631,1632,M?_nchshof Original Pils,757,Kulmbacher Brauerei AG,5,Pale Bitter European beer,05D,German Pils,0,Lichtenfelser Strae 9,,Kulmbach,Bayern,,Germany,49-(0)9221-/-705-0,,317.01,19.96,534.81,503.81,60.87,27.32,250.39,517.71,414.47,236.55,75.49,52.49
1632,1633,M?_nchner Hell / Premium Lager,1176,Spaten-Franziskaner-BrÃ¤u,1,Standard American Beer,01B,American Lager,5.2,Marsstrae 46-48,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-5122-0,,661.25,593.62,109.99,1429.46,1260.29,1721.04,2255.3,1973.86,1148.71,1575.41,2092.17,1476.34
1633,1634,Altbairisch Dunkel,664,Hofbruhaus Traunstein,8,Dark European Lager,08A,Munich Dunkel,5.5,Hofgasse 6-11,,Traunstein,Bayern,,Germany,49-(0)861-/-98866-0,,2800.35,1636.43,1711.25,9490.36,3567.36,48.99,3940.36,8022.4,8844.85,4816.45,6206.99,2036.73
1634,1635,Export-Hell,664,Hofbruhaus Traunstein,22,,22B,Unclassified,5.3,Hofgasse 6-11,,Traunstein,Bayern,,Germany,49-(0)861-/-98866-0,,1564.08,2264.57,1726.78,607.23,1711.94,387.25,253,2065.22,398.11,213.95,1707.8,1111.53
1635,1636,Stationsweizen,1053,Restaurant Isarbru,10,German Wheat Beer,10A,Weissbier,0,Kreuzeckstrae 23,,Pullach im Isartal,Bayern,,Germany,49-(0)89-/-798961,,947.37,474.04,239.99,1479.97,1234.82,380.61,1044.65,75.1,877.13,592.9,610.67,517.34
1636,1637,Kristall Weissbier,88,Bayerische Staatsbrauerei Weihenstephan,10,German Wheat Beer,10A,Weissbier,5.4,Alte Akademie 2,,Freising,Bayern,,Germany,49-(0)8161-/-536-0,,4376.86,1841.49,1576.66,5286.33,3763.45,1513.37,1885.31,1096.28,117.39,2222.59,767.41,4179.89
1637,1638,Pilsener,558,Friesisches Brauhaus zu Jever,5,Pale Bitter European beer,05D,German Pils,5,Elisabethufer 18,,Jever,Niedersachsen,,Germany,49-(0)4461-/-13-0,,3917.35,9344.12,4204.41,6891.81,1777.41,1979.03,7335.12,3551.48,7016.85,4163.93,5247.44,2219.64
1638,1639,K?_lsch,386,Clner Hofbrau Frh,22,,22B,Unclassified,0,Am Hof 12-14,,Kln,Nordrhein-Westfalen,,Germany,49-(0)221-/-2613-0,,1568.31,887.41,232.26,2149.89,1772.68,356.78,1878.77,539.46,995.81,2252.63,90.83,1432.46
1639,1640,Franziskaner Hefe-Weissbier Hell  / Franziskaner Club-Weiss,1176,Spaten-Franziskaner-BrÃ¤u,10,German Wheat Beer,10A,Weissbier,5,Marsstrae 46-48,,MÃ¼nchen,Bayern,,Germany,49-(0)89-/-5122-0,,590.16,3435.45,5800.23,445.31,5706.95,4221.21,6199.04,5167.91,532.63,3952.91,660,2599.98
1640,1641,Pils,749,Knigsbacher Brauerei,5,Pale Bitter European beer,05D,German Pils,0,An der Knigsbach 8,,Koblenz,Rheinland-Pfalz,,Germany,49-(0)261-/-1397-0,,3500.78,2197.47,6954.24,3851.93,2602.06,1757.65,6882.02,688.45,4031.88,3805.55,4092.76,4180.69
1641,1642,K?_lsch,1021,Privatbrauerei Gaffel,22,,22B,Unclassified,0,Eigelstein 41,,Kln,Nordrhein-Westfalen,,Germany,49-(0)221-/-160060,,1842.44,1239.3,1579.38,333.79,2118.13,151.27,1270.47,1931.03,332.01,562.46,1848.03,690.61
1642,1643,K?_lsch,232,Brauhaus Sion,22,,22B,Unclassified,0,Unter Taschenmacher 5-7,,Kln,Nordrhein-Westfalen,,Germany,49-(0)221-/-2578540,,180.54,5826.04,3886.25,5225.03,5954.5,539.55,5007.51,2113.48,3466.81,4503.82,3589.57,2298.71
1643,1644,Kupfer,229,Brauhaus Johann Albrecht - Dsseldorf,22,,22B,Unclassified,0,Niederkasseler Strae 104,,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-570129,,3227.62,616.23,2059.78,98.45,4104.5,1479.47,965.59,3950.04,1157.7,379.64,2501.87,969.94
1644,1645,Messing,229,Brauhaus Johann Albrecht - Dsseldorf,22,,22B,Unclassified,0,Niederkasseler Strae 104,,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-570129,,4449.17,306.63,1008.66,3530.15,884.47,3705.28,3101.42,920.4,6061.3,3644.17,3140.95,6229.62
1645,1646,Pils,570,Gatz Brauhaus,5,Pale Bitter European beer,05D,German Pils,0,,,Dsseldorf,Nordrhein-Westfalen,,Germany,,,5491.97,241.12,1133.11,5889.73,5307.39,6006.74,3977.24,1695.04,3345.25,290.33,3592.02,83.86
1646,1647,Helles Naturtrub,570,Gatz Brauhaus,4,Pale Malty European Lager,04A,Munich Helles,0,,,Dsseldorf,Nordrhein-Westfalen,,Germany,,,6527.88,4108.24,1261.69,3578.25,3004.71,161.28,1865.53,110.44,2078.66,5870.93,974.76,1793.95
1647,1648,Alt,570,Gatz Brauhaus,19,Amber and Brown American Beer,19C,American Brown Ale,0,,,Dsseldorf,Nordrhein-Westfalen,,Germany,,,749.32,172.5,533.98,397.8,278.9,782.73,610.81,40.62,471.42,432.86,166.47,643.44
1648,1649,Alt,220,Brauerei Schumacher,19,Amber and Brown American Beer,19C,American Brown Ale,4.6,Oststrae 123,,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-828902-0,,717.36,3961.27,3928.84,1543.57,6038.65,6772.42,1512.83,5156.53,4120.38,2310.91,6566.29,6226
1649,1650,Altbier,640,Hausbrauerei Zum Schlssel,19,Amber and Brown American Beer,19C,American Brown Ale,0,Bolkerstrae 41-47,,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-8289550,,291.76,1668.71,507.08,2732.48,1090.21,844.53,2824.35,1789.64,869.97,1149.67,2181.91,2811.43
1650,1651,Alt,215,Brauerei im Fchschen,19,Amber and Brown American Beer,19C,American Brown Ale,0,Ratinger Strasse 28,,DÃ¼sseldorf,Nordrhein-Westfalen,,Germany,49-211-/-13747-0,,915.83,912.15,1242.04,1396.04,208.88,1300.57,119.91,1319.26,1596.84,710.86,1028.07,158.61
1651,1652,Wei??bier Mit Feiner Hefe,1019,Privatbrauerei Erdinger Weissbru,10,German Wheat Beer,10A,Weissbier,0,Franz-Brombach-Strae 1-20,,Erding,Bayern,,Germany,49-(0)8122-/-4090,,145.49,290.92,161.06,425.61,10.3,202.39,148.15,159.05,64.83,371.21,145.68,260.16
1652,1653,K?_nig Ludwig Dunkel,748,Knig Ludwig Schlobrauerei Kaltenberg,8,Dark European Lager,08A,Munich Dunkel,0,Augsburgerstrae 41,,Frstenfeldbruck,Bayern,,Germany,49-(0)8141-/-2430,,1439.76,3762.58,1960.71,2379.07,4005.37,1894.56,3357.01,3542.74,2294.98,3147.23,3676.77,3099.28
1653,1654,Edel,668,Holsten-Brauerei,22,,22B,Unclassified,0,Holstenstrae 224,,Hamburg,Hamburg,,Germany,49-(0)40-/-381010,,3241.34,2433.34,1190.69,1219.29,5657.41,5824.77,2608.42,5227.52,3162.04,2122.73,3726.88,3214.86
1654,1655,Astra Urtyp,668,Holsten-Brauerei,22,,22B,Unclassified,0,Holstenstrae 224,,Hamburg,Hamburg,,Germany,49-(0)40-/-381010,,96.2,11.11,72.08,104.03,14.61,58.65,50.31,111.61,105.72,136.81,76.63,132.4
1655,1656,Pilsener,747,Knig Brauerei,5,Pale Bitter European beer,05D,German Pils,4.9,Friedrich-Ebert-Strae 255-263,,Duisburg,Nordrhein-Westfalen,,Germany,49-(0)203-/-455-0,,2620.78,4214.68,1769.12,4130.64,1861.7,575.81,980.66,2409.53,2448.45,3114.95,1236.74,4588.14
1656,1657,Meranier Schwarzbier,729,Kaiserdom Privatbrauerei Bamberg,8,Dark European Lager,08B,Schwarzbier,0,Breitckerstrae 9,,Bamberg,Bayern,,Germany,49-(0)951-/-60450,,975.99,349.19,1213.02,806.96,358.26,996.72,612.86,1661.81,1728.07,2420.98,848.73,1274.66
1657,1658,Kellerbier,729,Kaiserdom Privatbrauerei Bamberg,7,Amber Bitter European Beer,07C,Pale Kellerbier,0,Breitckerstrae 9,,Bamberg,Bayern,,Germany,49-(0)951-/-60450,,1312.76,3373.38,5286.47,2857.8,1354.71,2552.45,4314.94,4935.74,1720.21,4890.21,666.02,4470.07
1658,1659,Premium Pilsener,729,Kaiserdom Privatbrauerei Bamberg,5,Pale Bitter European beer,05D,German Pils,0,Breitckerstrae 9,,Bamberg,Bayern,,Germany,49-(0)951-/-60450,,708.45,1572.07,710.89,327.17,89.93,1804.7,580.87,1393.69,202.26,1152.7,1626.18,29.4
1659,1660,Weissbier,1114,Schlobrauerei Reckendorf,10,German Wheat Beer,10A,Weissbier,0,Mhlweg 18,,Reckendorf,Bayern,,Germany,49-(0)9544-/-9421-0,,1479.81,641.77,3723.32,364.38,4263.66,6225.6,1098.88,3534.84,6666.11,3099.16,4970.95,4342.98
1660,1661,Dunkel,1114,Schlobrauerei Reckendorf,8,Dark European Lager,08A,Munich Dunkel,0,Mhlweg 18,,Reckendorf,Bayern,,Germany,49-(0)9544-/-9421-0,,1052.65,1347.73,2850.4,2833.66,386.92,2851.05,2479.75,3125.43,710.77,3070.89,690.67,1219.39
1661,1662,Kellerbier,1114,Schlobrauerei Reckendorf,7,Amber Bitter European Beer,07C,Pale Kellerbier,5,Mhlweg 18,,Reckendorf,Bayern,,Germany,49-(0)9544-/-9421-0,,6424.9,5873.79,2696.25,9886.24,3437.85,8811.24,760.13,2622.62,1369.12,97.23,7907.81,4900.15
1662,1663,Edel-Pils,1114,Schlobrauerei Reckendorf,5,Pale Bitter European beer,05D,German Pils,4.8,Mhlweg 18,,Reckendorf,Bayern,,Germany,49-(0)9544-/-9421-0,,795.44,823.86,782.15,566.72,1097.86,48.08,1011.85,991.43,396.03,1182.69,173.99,173.2
1663,1664,Weizen,1024,Privater Brauereigasthof Greifenklau,10,German Wheat Beer,10A,Weissbier,0,Laurenziplatz 20,,Bamberg,Bayern,,Germany,49-(0)951-/-53219,,751.41,1163.11,2315.64,2167.86,2048.17,990.33,3046.84,156.73,1416.77,2185.8,3509.53,196.05
1664,1665,Lagerbier,1024,Privater Brauereigasthof Greifenklau,1,Standard American Beer,01B,American Lager,0,Laurenziplatz 20,,Bamberg,Bayern,,Germany,49-(0)951-/-53219,,65.8,772.67,566.1,972.52,957.22,113.75,702.82,162.51,939.36,570.7,462.08,351.29
1665,1666,Bamberger Schw?_rzla,746,Klosterbru Bamberg,8,Dark European Lager,08B,Schwarzbier,0,Obere Mhlbrcke 1-3,,Bamberg,Bayern,,Germany,49-(0)951-/-57722,,262.8,2658.6,6076.45,4971.27,6268.72,3604.54,5278.87,7767.82,1674.69,5789.41,8037.17,1692.99
1666,1667,Braunbier,746,Klosterbru Bamberg,27,Historical Beer,27A,Marzen,5.7,Obere Mhlbrcke 1-3,,Bamberg,Bayern,,Germany,49-(0)951-/-57722,,3538.99,2633.61,6101.34,5850.1,802.38,3537.21,6231.41,4790.41,2232.62,1215.82,7330.84,7048.96
1667,1668,Bamberger Gold,746,Klosterbru Bamberg,22,,22B,Unclassified,5,Obere Mhlbrcke 1-3,,Bamberg,Bayern,,Germany,49-(0)951-/-57722,,1258.02,398.87,1433.29,1787.75,817.69,1397.11,1667.4,1107.3,1448.81,1450.36,2126.94,192.9
1668,1669,Bockbier,746,Klosterbru Bamberg,4,Pale Malty European Lager,04C,Helles Bock,7,Obere Mhlbrcke 1-3,,Bamberg,Bayern,,Germany,49-(0)951-/-57722,,876.61,5147.85,259.75,3808.51,3660.13,2581.8,1380.37,4418.76,3864.68,1712.04,6028.5,4862.06
1669,1670,Hefewei??bier,70,Bamberger Mahr's-Bru,10,German Wheat Beer,10A,Weissbier,0,Wunderburg 10,,Bamberg,Bayern,,Germany,49-(0)951-/-91517-0,,7926.5,358.25,630.43,958.31,4437.07,7349.52,2849.97,734.19,3902.33,8710.48,5021.76,4918.76
1670,1671,Weissbier,733,Keesmann Bru,10,German Wheat Beer,10A,Weissbier,4.8,Wunderburg 5,,Bamberg,Bayern,,Germany,49-(0)951-/-26646,,859.41,1187.26,476.56,1968.39,1398.09,236.57,4126.67,5843.93,2127.57,5859.62,2985.06,5403.37
1671,1672,Bamberger Herren Pils,733,Keesmann Bru,5,Pale Bitter European beer,05D,German Pils,4.6,Wunderburg 5,,Bamberg,Bayern,,Germany,49-(0)951-/-26646,,2208.61,3676.46,486.76,2419.58,3719.85,3285.46,1594.5,3440.3,1950.9,2124.48,3489.62,2581.61
1672,1673,Pils,819,Maisel Bru,5,Pale Bitter European beer,05D,German Pils,4.7,Moosstrae 46,,Bamberg,Bayern,,Germany,49-(0)951-/-91827-0,,1387.4,996.35,241.06,1264.27,1212.11,2049.59,1623.47,242.94,330.08,2140.87,2117.83,539.44
1673,1674,Rauchbier Weissbier,222,Brauerei Spezial,1,Standard American Beer,01B,American Lager,0,Obere Knigsstrae 10,,Bamberg,Bayern,,Germany,49-(0)951-/-24304,,949.32,180.28,150.1,514.78,460.82,149.53,915.12,667.65,492.71,530.42,162.15,272.5
1674,1675,Rauchbier M?_rzen,222,Brauerei Spezial,6,Amber Malty European Lager,06B,Rauchbier,0,Obere Knigsstrae 10,,Bamberg,Bayern,,Germany,49-(0)951-/-24304,,3858.77,6091.18,8885.53,7684.2,7393.31,7348.94,3756.53,200.45,2123.15,3562.15,345.16,1226.84
1675,1676,Ungespundetes,222,Brauerei Spezial,22,,22B,Unclassified,0,Obere Knigsstrae 10,,Bamberg,Bayern,,Germany,49-(0)951-/-24304,,1079.21,5498.31,8348.83,1448.59,5918.44,4304.91,6267.63,8066.87,2371.05,862.68,7075.39,1421.6
1676,1677,Lagerbier,208,Brauerei Fssla,1,Standard American Beer,01B,American Lager,5.5,Obere Knigsstrae 19-21,,Bamberg,Bayern,,Germany,49-(0)951-/-26516,,6576.08,1662.47,6445.1,4208.14,41.76,5061.96,3097.74,1705.24,2356.77,1176.6,622.23,4074.63
1677,1678,Zwergla,208,Brauerei Fssla,22,,22B,Unclassified,6,Obere Knigsstrae 19-21,,Bamberg,Bayern,,Germany,49-(0)951-/-26516,,132.08,359.41,1713.39,2066.26,2627.25,3162.91,2933.63,48.32,1009.92,1259.95,442.61,4073.38
1678,1679,Gold-Pils,208,Brauerei Fssla,5,Pale Bitter European beer,05D,German Pils,5.5,Obere Knigsstrae 19-21,,Bamberg,Bayern,,Germany,49-(0)951-/-26516,,1738.82,1145.5,2340.05,3120.49,43.39,1893.8,537.02,1377.27,332.55,2182.88,2614.84,3097.91
1679,1680,Weizla Hell,208,Brauerei Fssla,10,German Wheat Beer,10A,Weissbier,5,Obere Knigsstrae 19-21,,Bamberg,Bayern,,Germany,49-(0)951-/-26516,,750.25,122.43,4442.01,5348.42,5570.02,1434.67,5738.11,4235.02,3080.62,3300.85,2884.68,5552.51
